,mid,gid
1875,462771,18
1876,462778,18
1877,462779,18
1878,462910,18
1879,462922,18
1880,463319,18
1881,464131,18
1882,464673,18
1883,465992,18
1884,466924,18
1885,467136,18
1886,467144,18
1887,467159,18
1888,467717,18
1889,468892,18
1890,469674,18
1891,471843,18
1892,472603,18
1893,473068,18
1894,474197,18
1895,474420,18
1896,476310,18
1897,477002,18
1898,477430,18
1899,477679,18
1900,477682,18
1901,478275,18
1902,478286,18
1903,478291,18
1904,478316,18
1905,478319,18
1906,478880,18
1907,478887,18
1908,478954,18
1909,478956,18
1910,478984,18
1911,479272,18
1912,480691,18
1913,481019,18
1914,481253,18
1915,481299,18
1916,481308,18
1917,481340,18
1918,481350,18
1919,481464,18
1920,481508,18
1921,481617,18
1922,482073,18
1923,482274,18
1924,482275,18
1925,482590,18
1926,483043,18
1927,483088,18
1928,483089,18
1929,483093,18
1930,483412,18
1931,483469,18
1932,483660,18
1933,483838,18
1934,484122,18
1935,484375,18
1936,484523,18
1937,485036,18
1938,485075,18
1939,485170,18
1940,485825,18
1941,486154,18
1942,486284,18
1943,486898,18
1944,488928,18
1945,489091,18
1946,489313,18
1947,489376,18
1948,490761,18
1949,491239,18
1950,491602,18
1951,491937,18
1952,492101,18
1953,492105,18
1954,492106,18
1955,492108,18
1956,493642,18
1957,4961,27
1958,9048,27
1959,9050,27
1960,9060,27
1961,13402,27
1962,15724,27
1963,17158,27
1964,17457,27
1965,18476,27
1966,22422,27
1967,24330,27
1968,24674,27
1969,24922,27
1970,25355,27
1971,26480,27
1972,26499,27
1973,32629,27
1974,33908,27
1975,36586,27
1976,38741,27
1977,39278,27
1978,39390,27
1979,39547,27
1980,39857,27
1981,39865,27
1982,39886,27
1983,39900,27
1984,40029,27
1985,40038,27
1986,40070,27
1987,40226,27
1988,40371,27
1989,44673,27
1990,44914,27
1991,44971,27
1992,45397,27
1993,45452,27
1994,45480,27
1995,45501,27
1996,47051,27
1997,49239,27
1998,49706,27
1999,51747,27
2000,51868,27
2001,52388,27
2002,52391,27
2003,52854,27
2004,54117,27
2005,56238,27
2006,56328,27
2007,56563,27
2008,57100,27
2009,60275,27
2010,60898,27
2011,63444,27
2012,64305,27
2013,64306,27
2014,64309,27
2015,64992,27
2016,66014,27
2017,66206,27
2018,67339,27
2019,67342,27
2020,67343,27
2021,67344,27
2022,67345,27
2023,67346,27
2024,67347,27
2025,67348,27
2026,67349,27
2027,67350,27
2028,68270,27
2029,68559,27
2030,69011,27
2031,69594,27
2032,71359,27
2033,72256,27
2034,72408,27
2035,73748,27
2036,74273,27
2037,75338,27
2038,75835,27
2039,78195,27
2040,78428,27
2041,80640,27
2042,80794,27
2043,82161,27
2044,83960,27
2045,85012,27
2046,85259,27
2047,85532,27
2048,88377,27
2049,88381,27
2050,88922,27
2051,89475,27
2052,89992,27
2053,90965,27
2054,93532,27
2055,96989,27
2056,97812,27
2057,98164,27
2058,101189,27
2059,102468,27
2060,104262,27
2061,104272,27
2062,104313,27
2063,104583,27
2064,104597,27
2065,104599,27
2066,104639,27
2067,104681,27
2068,104683,27
2069,104684,27
2070,104876,27
2071,105002,27
2072,105010,27
2073,105014,27
2074,105825,27
2075,105826,27
2076,106444,27
2077,106452,27
2078,106463,27
2079,106465,27
2080,106468,27
2081,106470,27
2082,106473,27
2083,106517,27
2084,106652,27
2085,106654,27
2086,106656,27
2087,106661,27
2088,106664,27
2089,106703,27
2090,106708,27
2091,106713,27
2092,106714,27
2093,106718,27
2094,106720,27
2095,107374,27
2096,107491,27
2097,107807,27
2098,107905,27
2099,108268,27
2100,108364,27
2101,108431,27
2102,108811,27
2103,109105,27
2104,109967,27
2105,112219,27
2106,112594,27
2107,114007,27
2108,114183,27
2109,115738,27
2110,115960,27
2111,117326,27
2112,119337,27
2113,119865,27
2114,120884,27
2115,121752,27
2116,124670,27
2117,124870,27
2118,127205,27
2119,127231,27
2120,128387,27
2121,128800,27
2122,129123,27
2123,130532,27
2124,131115,27
2125,132169,27
2126,137916,27
2127,138448,27
2128,138567,27
2129,141335,27
2130,141337,27
2131,141365,27
2132,141388,27
2133,141390,27
2134,142050,27
2135,143217,27
2136,143627,27
2137,143865,27
2138,146368,27
2139,147755,27
2140,152041,27
2141,153270,27
2142,153295,27
2143,153618,27
2144,154524,27
2145,154529,27
2146,156045,27
2147,157421,27
2148,160703,27
2149,160750,27
2150,163607,27
2151,163622,27
2152,168809,27
2153,172669,27
2154,172698,27
2155,172726,27
2156,172735,27
2157,172738,27
2158,172744,27
2159,172773,27
2160,172780,27
2161,172794,27
2162,172806,27
2163,172928,27
2164,172947,27
2165,172968,27
2166,172969,27
2167,173018,27
2168,173027,27
2169,173105,27
2170,173106,27
2171,173113,27
2172,173116,27
2173,173123,27
2174,173124,27
2175,178121,27
2176,178674,27
2177,181738,27
2178,181870,27
2179,182227,27
2180,185162,27
2181,186346,27
2182,186391,27
2183,186412,27
2184,186903,27
2185,186920,27
2186,187689,27
2187,190423,27
2188,191531,27
2189,192881,27
2190,197167,27
2191,197245,27
2192,198075,27
2193,198690,27
2194,200170,27
2195,204315,27
2196,204932,27
2197,208621,27
2198,210911,27
2199,213646,27
2200,218697,27
2201,220655,27
2202,220885,27
2203,221076,27
2204,222832,27
2205,228269,27
2206,229156,27
2207,246409,27
2208,250638,27
2209,252864,27
2210,253400,27
2211,254250,27
2212,254280,27
2213,254672,27
2214,257501,27
2215,258612,27
2216,260579,27
2217,261427,27
2218,261472,27
2219,261478,27
2220,261487,27
2221,263250,27
2222,264718,27
2223,270913,27
2224,271347,27
2225,271564,27
2226,271643,27
2227,273889,27
2228,278070,27
2229,280928,27
2230,284017,27
2231,286967,27
2232,287779,27
2233,287783,27
2234,289732,27
2235,290281,27
2236,292238,27
2237,293021,27
2238,293183,27
2239,293883,27
2240,293976,27
2241,293980,27
2242,294966,27
2243,296483,27
2244,300980,27
2245,301915,27
2246,303458,27
2247,303462,27
2248,303492,27
2249,303496,27
2250,303501,27
2251,303534,27
2252,303536,27
2253,303540,27
2254,307150,27
2255,307544,27
2256,308498,27
2257,308520,27
2258,315151,27
2259,317176,27
2260,332393,27
2261,337422,27
2262,341405,27
2263,342127,27
2264,345801,27
2265,349942,27
2266,356660,27
2267,358618,27
2268,360052,27
2269,360227,27
2270,360609,27
2271,362028,27
2272,367224,27
2273,367953,27
2274,368076,27
2275,368672,27
2276,371451,27
2277,374651,27
2278,376042,27
2279,376549,27
2280,377859,27
2281,378014,27
2282,379599,27
2283,379685,27
2284,384521,27
2285,384617,27
2286,384766,27
2287,387749,27
2288,394051,27
2289,395575,27
2290,395896,27
2291,396520,27
2292,398655,27
2293,399182,27
2294,400820,27
2295,401195,27
2296,402063,27
2297,402504,27
2298,402805,27
2299,403645,27
2300,403646,27
2301,403647,27
2302,403652,27
2303,403657,27
2304,403675,27
2305,403678,27
2306,403679,27
2307,403866,27
2308,407526,27
2309,409489,27
2310,411443,27
2311,420296,27
2312,421866,27
2313,422372,27
2314,423789,27
2315,424254,27
2316,425985,27
2317,433243,27
2318,433311,27
2319,442685,27
2320,446830,27
2321,447242,27
2322,447344,27
2323,447357,27
2324,447717,27
2325,447729,27
2326,447731,27
2327,447755,27
2328,447798,27
2329,447821,27
2330,447872,27
2331,447952,27
2332,448102,27
2333,448434,27
2334,448641,27
2335,448645,27
2336,448651,27
2337,448680,27
2338,450408,27
2339,450423,27
2340,450440,27
2341,450445,27
2342,450453,27
2343,450518,27
2344,450838,27
2345,451050,27
2346,457061,27
2347,457471,27
2348,458461,27
2349,462608,27
2350,462773,27
2351,469674,27
2352,475330,27
2353,476819,27
2354,478282,27
2355,478954,27
2356,478984,27
2357,482236,27
2358,482242,27
2359,482244,27
2360,482245,27
2361,482257,27
2362,482352,27
2363,482374,27
2364,482377,27
2365,482565,27
2366,483285,27
2367,483291,27
2368,483386,27
2369,483469,27
2370,483590,27
2371,483644,27
2372,483788,27
2373,484290,27
2374,484325,27
2375,484330,27
2376,484370,27
2377,484371,27
2378,484535,27
2379,24,28
2380,79,28
2381,82,28
2382,87,28
2383,146,28
2384,285,28
2385,393,28
2386,604,28
2387,605,28
2388,944,28
2389,1436,28
2390,1494,28
2391,1499,28
2392,1729,28
2393,1735,28
2394,1996,28
2395,2008,28
2396,2085,28
2397,2109,28
2398,2137,28
2399,2140,28
2400,2463,28
2401,2644,28
2402,2645,28
2403,2646,28
2404,2647,28
2405,2648,28
2406,4108,28
2407,4588,28
2408,5174,28
2409,5175,28
2410,6038,28
2411,7549,28
2412,8393,28
2413,8584,28
2414,8697,28
2415,9048,28
2416,9050,28
2417,9053,28
2418,9056,28
2419,9404,28
2420,9449,28
2421,9455,28
2422,9460,28
2423,9461,28
2424,9470,28
2425,9471,28
2426,9550,28
2427,9581,28
2428,9594,28
2429,9696,28
2430,10027,28
2431,10034,28
2432,10044,28
2433,10109,28
2434,10204,28
2435,10222,28
2436,10257,28
2437,10265,28
2438,10275,28
2439,10348,28
2440,10431,28
2441,10610,28
2442,10616,28
2443,10617,28
2444,10618,28
2445,10619,28
2446,10620,28
2447,10622,28
2448,10623,28
2449,10703,28
2450,10753,28
2451,10771,28
2452,10775,28
2453,10796,28
2454,10835,28
2455,10852,28
2456,10855,28
2457,10951,28
2458,10974,28
2459,10975,28
2460,11018,28
2461,11134,28
2462,11143,28
2463,11198,28
2464,11205,28
2465,11220,28
2466,11230,28
2467,11471,28
2468,11537,28
2469,11563,28
2470,11636,28
2471,11647,28
2472,11653,28
2473,11690,28
2474,11702,28
2475,11713,28
2476,11770,28
2477,11782,28
2478,11817,28
2479,11841,28
2480,11847,28
2481,11891,28
2482,11937,28
2483,11950,28
2484,12207,28
2485,12211,28
2486,12289,28
2487,12434,28
2488,12481,28
2489,12543,28
2490,12780,28
2491,13099,28
2492,13127,28
2493,13481,28
2494,13513,28
2495,13514,28
2496,13807,28
2497,13836,28
2498,14016,28
2499,14044,28
2500,14164,28
2501,14172,28
2502,14310,28
2503,14392,28
2504,14449,28
2505,14538,28
2506,14539,28
2507,14756,28
2508,14797,28
2509,14808,28
2510,14816,28
2511,15026,28
2512,15136,28
2513,15384,28
2514,15724,28
2515,15770,28
2516,15860,28
2517,15923,28
2518,15939,28
2519,16036,28
2520,16269,28
2521,16321,28
2522,16407,28
2523,16411,28
2524,16687,28
2525,17082,28
2526,17108,28
2527,17457,28
2528,17467,28
2529,17653,28
2530,17808,28
2531,17809,28
2532,17811,28
2533,18060,28
2534,18305,28
2535,18665,28
2536,18666,28
2537,18667,28
2538,18670,28
2539,18672,28
2540,18674,28
2541,18707,28
2542,18725,28
2543,18731,28
2544,18735,28
2545,18741,28
2546,18758,28
2547,18760,28
2548,18763,28
2549,18764,28
2550,18767,28
2551,18812,28
2552,18813,28
2553,18814,28
2554,18816,28
2555,18817,28
2556,18852,28
2557,18855,28
2558,18857,28
2559,18860,28
2560,18867,28
2561,18899,28
2562,19156,28
2563,19267,28
2564,19274,28
2565,19464,28
2566,19503,28
2567,19528,28
2568,20002,28
2569,20083,28
2570,20188,28
2571,20811,28
2572,20966,28
2573,21519,28
2574,21521,28
2575,21522,28
2576,21537,28
2577,21621,28
2578,21708,28
2579,21733,28
2580,21964,28
2581,21990,28
2582,22124,28
2583,22411,28
2584,22809,28
2585,22980,28
2586,23172,28
2587,24163,28
2588,24444,28
2589,24546,28
2590,24993,28
2591,25074,28
2592,25124,28
2593,25384,28
2594,25423,28
2595,25425,28
2596,25474,28
2597,25536,28
2598,25539,28
2599,25645,28
2600,25655,28
2601,25661,28
2602,25664,28
2603,25676,28
2604,25772,28
2605,26010,28
2606,26150,28
2607,26259,28
2608,26480,28
2609,26499,28
2610,26569,28
2611,26582,28
2612,26615,28
2613,26875,28
2614,26877,28
2615,26929,28
2616,27073,28
2617,27578,28
2618,28039,28
2619,28366,28
2620,28578,28
2621,28772,28
2622,29014,28
2623,29363,28
2624,29459,28
2625,29594,28
2626,30421,28
2627,30596,28
2628,30600,28
2629,30942,28
2630,31027,28
2631,31642,28
2632,31680,28
2633,32091,28
2634,32151,28
2635,32164,28
2636,32229,28
2637,32233,28
2638,32249,28
2639,32388,28
2640,32520,28
2641,32654,28
2642,32909,28
2643,32982,28
2644,33338,28
2645,33537,28
2646,33542,28
2647,33840,28
2648,34179,28
2649,34216,28
2650,34658,28
2651,34777,28
2652,34800,28
2653,34856,28
2654,35038,28
2655,35117,28
2656,35138,28
2657,35170,28
2658,35854,28
2659,36222,28
2660,36244,28
2661,36261,28
2662,36273,28
2663,36276,28
2664,36586,28
2665,36640,28
2666,36669,28
2667,36682,28
2668,36931,28
2669,37030,28
2670,37032,28
2671,37034,28
2672,37472,28
2673,37702,28
2674,37848,28
2675,37849,28
2676,37850,28
2677,37868,28
2678,37984,28
2679,38030,28
2680,38034,28
2681,38040,28
2682,38097,28
2683,38099,28
2684,38155,28
2685,38264,28
2686,38425,28
2687,38575,28
2688,38955,28
2689,39027,28
2690,39245,28
2691,39448,28
2692,39751,28
2693,39776,28
2694,39828,28
2695,39854,28
2696,39865,28
2697,39881,28
2698,39900,28
2699,39901,28
2700,39915,28
2701,40006,28
2702,40025,28
2703,40027,28
2704,40029,28
2705,40067,28
2706,40077,28
2707,40081,28
2708,40107,28
2709,40118,28
2710,40166,28
2711,40213,28
2712,40226,28
2713,40346,28
2714,40359,28
2715,40388,28
2716,40390,28
2717,40435,28
2718,40486,28
2719,40751,28
2720,40829,28
2721,40830,28
2722,40832,28
2723,40980,28
2724,41072,28
2725,41158,28
2726,41161,28
2727,41196,28
2728,41244,28
2729,41289,28
2730,41377,28
2731,41378,28
2732,41380,28
2733,41383,28
2734,41387,28
2735,41392,28
2736,41541,28
2737,41546,28
2738,41673,28
2739,41819,28
2740,41980,28
2741,42120,28
2742,42230,28
2743,42287,28
2744,42324,28
2745,42380,28
2746,42544,28
2747,42842,28
2748,42845,28
2749,43279,28
2750,43636,28
2751,43637,28
2752,43672,28
2753,44092,28
2754,44133,28
2755,44154,28
2756,44245,28
2757,44249,28
2758,44263,28
2759,44267,28
2760,44424,28
2761,44554,28
2762,44596,28
2763,44616,28
2764,44777,28
2765,44852,28
2766,44865,28
2767,44914,28
2768,44924,28
2769,44971,28
2770,45011,28
2771,45197,28
2772,45217,28
2773,45303,28
2774,45304,28
2775,45379,28
2776,45381,28
2777,45383,28
2778,45391,28
2779,45394,28
2780,45395,28
2781,45396,28
2782,45401,28
2783,45405,28
2784,45408,28
2785,45410,28
2786,45414,28
2787,45425,28
2788,45429,28
2789,45432,28
2790,45435,28
2791,45437,28
2792,45438,28
2793,45440,28
2794,45442,28
2795,45443,28
2796,45447,28
2797,45450,28
2798,45454,28
2799,45459,28
2800,45460,28
2801,45475,28
2802,45479,28
2803,45482,28
2804,45484,28
2805,45504,28
2806,45507,28
2807,45508,28
2808,45509,28
2809,45682,28
2810,45736,28
2811,45815,28
2812,45863,28
2813,45871,28
2814,45912,28
2815,45925,28
2816,46111,28
2817,46114,28
2818,46124,28
2819,46155,28
2820,46528,28
2821,46736,28
2822,46839,28
2823,47253,28
2824,47423,28
2825,47537,28
2826,47647,28
2827,47648,28
2828,47854,28
2829,47971,28
2830,48297,28
2831,48298,28
2832,48299,28
2833,48300,28
2834,48301,28
2835,48417,28
2836,48492,28
2837,48773,28
2838,48938,28
2839,48940,28
2840,48942,28
2841,48943,28
2842,48944,28
2843,48963,28
2844,48968,28
2845,49199,28
2846,49215,28
2847,49239,28
2848,49288,28
2849,49291,28
2850,49514,28
2851,49516,28
2852,49636,28
2853,49642,28
2854,49906,28
2855,49967,28
2856,50005,28
2857,50146,28
2858,50151,28
2859,50154,28
2860,50319,28
2861,50507,28
2862,50569,28
2863,50571,28
2864,50572,28
2865,50840,28
2866,50936,28
2867,51533,28
2868,51730,28
2869,51731,28
2870,51751,28
2871,51868,28
2872,52316,28
2873,52384,28
2874,52387,28
2875,52695,28
2876,52882,28
2877,52947,28
2878,52970,28
2879,52972,28
2880,53006,28
2881,53163,28
2882,53165,28
2883,53281,28
2884,53658,28
2885,53720,28
2886,53970,28
2887,54178,28
2888,54182,28
2889,54321,28
2890,54324,28
2891,54529,28
2892,54848,28
2893,54851,28
2894,54857,28
2895,54859,28
2896,54861,28
2897,54864,28
2898,55042,28
2899,55157,28
2900,55292,28
2901,55741,28
2902,55750,28
2903,56031,28
2904,56095,28
2905,56251,28
2906,56277,28
2907,56329,28
2908,56550,28
2909,56563,28
2910,56671,28
2911,57039,28
2912,57063,28
2913,57100,28
2914,57104,28
2915,57286,28
2916,57624,28
2917,57661,28
2918,57663,28
2919,57754,28
2920,58255,28
2921,58311,28
2922,58348,28
2923,58358,28
2924,58361,28
2925,58363,28
2926,58366,28
2927,58368,28
2928,58371,28
2929,58409,28
2930,58412,28
2931,58457,28
2932,58570,28
2933,58679,28
2934,58776,28
2935,58825,28
2936,58838,28
2937,58885,28
2938,58888,28
2939,58901,28
2940,58954,28
2941,59292,28
2942,59402,28
2943,59405,28
2944,59499,28
2945,59843,28
2946,59967,28
2947,60060,28
2948,60231,28
2949,60280,28
2950,60415,28
2951,60568,28
2952,61039,28
2953,61040,28
2954,61187,28
2955,61468,28
2956,61619,28
2957,61757,28
2958,62071,28
2959,62651,28
2960,62762,28
2961,62960,28
2962,62977,28
2963,63030,28
2964,63031,28
2965,63032,28
2966,63033,28
2967,63416,28
2968,63439,28
2969,63444,28
2970,63446,28
2971,63528,28
2972,63719,28
2973,63721,28
2974,64257,28
2975,64259,28
2976,64289,28
2977,64300,28
2978,64302,28
2979,64304,28
2980,64305,28
2981,64306,28
2982,64307,28
2983,64309,28
2984,64311,28
2985,64314,28
2986,64316,28
2987,64348,28
2988,64360,28
2989,64363,28
2990,64364,28
2991,64365,28
2992,64885,28
2993,64891,28
2994,64987,28
2995,64988,28
2996,64989,28
2997,64990,28
2998,64992,28
2999,64993,28
3000,64994,28
3001,64996,28
3002,64998,28
3003,64999,28
3004,65000,28
3005,65191,28
3006,65192,28
3007,65193,28
3008,65207,28
3009,65649,28
3010,65852,28
3011,66008,28
3012,66009,28
3013,66011,28
3014,66013,28
3015,66015,28
3016,66018,28
3017,66019,28
3018,66160,28
3019,66161,28
3020,66163,28
3021,66167,28
3022,66169,28
3023,66171,28
3024,66173,28
3025,66208,28
3026,66209,28
3027,66210,28
3028,66212,28
3029,66217,28
3030,66723,28
3031,66730,28
3032,66740,28
3033,66752,28
3034,66754,28
3035,66756,28
3036,66758,28
3037,66759,28
3038,66974,28
3039,66975,28
3040,66977,28
3041,66980,28
3042,67003,28
3043,67021,28
3044,67080,28
3045,67097,28
3046,67335,28
3047,67337,28
3048,67339,28
3049,67340,28
3050,67342,28
3051,67343,28
3052,67344,28
3053,67345,28
3054,67346,28
3055,67347,28
3056,67350,28
3057,68422,28
3058,68590,28
3059,68623,28
3060,68721,28
3061,68742,28
3062,68867,28
3063,68868,28
3064,68913,28
3065,68942,28
3066,68996,28
3067,69004,28
3068,69011,28
3069,69155,28
3070,69161,28
3071,69310,28
3072,69464,28
3073,69521,28
3074,69538,28
3075,69599,28
3076,69619,28
3077,69727,28
3078,69845,28
3079,69865,28
3080,70057,28
3081,70542,28
3082,70697,28
3083,71518,28
3084,71596,28
3085,71987,28
3086,72121,28
3087,72222,28
3088,72408,28
3089,72435,28
3090,72650,28
3091,72681,28
3092,72897,28
3093,73414,28
3094,73417,28
3095,73652,28
3096,73748,28
3097,73749,28
3098,73751,28
3099,73752,28
3100,73754,28
3101,73800,28
3102,73841,28
3103,73897,28
3104,74095,28
3105,74227,28
3106,74257,28
3107,74258,28
3108,74262,28
3109,74263,28
3110,74265,28
3111,74266,28
3112,74268,28
3113,74269,28
3114,74270,28
3115,74272,28
3116,74273,28
3117,74274,28
3118,74287,28
3119,74639,28
3120,75197,28
3121,75256,28
3122,75465,28
3123,75519,28
3124,75520,28
3125,75569,28
3126,75694,28
3127,75696,28
3128,75697,28
3129,75699,28
3130,75700,28
3131,75701,28
3132,75704,28
3133,75708,28
3134,75829,28
3135,75832,28
3136,75835,28
3137,75837,28
3138,75840,28
3139,75841,28
3140,75842,28
3141,75843,28
3142,75844,28
3143,75845,28
3144,75948,28
3145,75983,28
3146,76131,28
3147,76163,28
3148,76293,28
3149,76294,28
3150,76349,28
3151,76520,28
3152,76521,28
3153,76523,28
3154,76544,28
3155,77059,28
3156,77061,28
3157,77132,28
3158,78022,28
3159,78033,28
3160,78035,28
3161,78166,28
3162,78194,28
3163,78196,28
3164,79093,28
3165,79434,28
3166,79953,28
3167,80268,28
3168,80474,28
3169,80477,28
3170,80479,28
3171,80485,28
3172,80606,28
3173,80779,28
3174,81128,28
3175,81344,28
3176,81669,28
3177,81870,28
3178,81937,28
3179,82061,28
3180,82190,28
3181,83016,28
3182,83277,28
3183,83517,28
3184,83706,28
3185,83876,28
3186,83914,28
3187,83960,28
3188,84275,28
3189,84819,28
3190,84825,28
3191,85014,28
3192,85020,28
3193,85258,28
3194,85259,28
3195,85795,28
3196,86124,28
3197,86275,28
3198,86851,28
3199,87036,28
3200,88046,28
3201,88048,28
3202,88141,28
3203,88159,28
3204,88377,28
3205,88381,28
3206,88553,28
3207,88631,28
3208,88633,28
3209,88806,28
3210,88889,28
3211,88945,28
3212,88978,28
3213,89433,28
3214,89475,28
3215,89478,28
3216,89483,28
3217,90018,28
3218,90022,28
3219,90071,28
3220,90147,28
3221,90548,28
3222,90556,28
3223,90557,28
3224,90562,28
3225,90565,28
3226,90567,28
3227,90805,28
3228,90808,28
3229,91007,28
3230,91286,28
3231,91463,28
3232,91759,28
3233,92360,28
3234,92563,28
3235,92679,28
3236,92710,28
3237,93387,28
3238,93465,28
3239,93569,28
3240,93582,28
3241,93754,28
3242,94406,28
3243,94676,28
3244,94753,28
3245,95955,28
3246,95990,28
3247,96144,28
3248,96331,28
3249,96664,28
3250,96952,28
3251,96989,28
3252,96990,28
3253,97150,28
3254,97412,28
3255,97430,28
3256,97731,28
3257,98171,28
3258,98174,28
3259,98420,28
3260,98422,28
3261,98567,28
3262,99576,28
3263,99580,28
3264,99582,28
3265,100943,28
3266,101189,28
3267,101334,28
3268,102468,28
3269,102477,28
3270,103535,28
3271,103847,28
3272,104240,28
3273,104259,28
3274,104287,28
3275,104566,28
3276,104583,28
3277,104586,28
3278,104589,28
3279,104594,28
3280,104597,28
3281,104606,28
3282,104675,28
3283,104681,28
3284,104961,28
3285,105001,28
3286,105021,28
3287,105482,28
3288,105826,28
3289,105872,28
3290,105903,28
3291,105910,28
3292,105919,28
3293,105976,28
3294,106423,28
3295,106470,28
3296,106640,28
3297,106651,28
3298,106652,28
3299,106656,28
3300,106660,28
3301,106661,28
3302,106672,28
3303,106703,28
3304,106718,28
3305,107010,28
3306,107485,28
3307,107491,28
3308,107500,28
3309,107714,28
3310,107828,28
3311,107840,28
3312,107887,28
3313,107891,28
3314,107893,28
3315,107897,28
3316,107899,28
3317,107900,28
3318,107906,28
3319,107910,28
3320,108128,28
3321,108268,28
3322,108518,28
3323,108665,28
3324,108962,28
3325,109088,28
3326,109105,28
3327,109116,28
3328,110410,28
3329,112437,28
3330,112587,28
3331,112649,28
3332,112652,28
3333,112700,28
3334,112929,28
3335,114183,28
3336,114980,28
3337,115651,28
3338,115652,28
3339,116348,28
3340,117506,28
3341,117522,28
3342,117711,28
3343,118212,28
3344,118416,28
3345,118442,28
3346,118483,28
3347,118545,28
3348,119174,28
3349,119340,28
3350,119342,28
3351,119892,28
3352,120143,28
3353,120713,28
3354,121303,28
3355,121367,28
3356,121456,28
3357,121823,28
3358,121878,28
3359,121985,28
3360,122765,28
3361,122880,28
3362,123913,28
3363,124157,28
3364,124326,28
3365,124870,28
3366,125097,28
3367,125561,28
3368,125756,28
3369,126498,28
3370,127329,28
3371,127461,28
3372,127583,28
3373,127849,28
3374,127987,28
3375,128280,28
3376,128393,28
3377,128486,28
3378,128954,28
3379,129850,28
3380,130011,28
3381,130473,28
3382,130532,28
3383,131859,28
3384,131975,28
3385,133234,28
3386,133844,28
3387,134117,28
3388,134170,28
3389,135061,28
3390,135539,28
3391,135549,28
3392,135943,28
3393,136303,28
3394,137409,28
3395,138103,28
3396,138529,28
3397,138530,28
3398,138845,28
3399,139321,28
3400,140300,28
3401,140985,28
3402,141131,28
3403,141138,28
3404,141460,28
3405,141461,28
3406,141469,28
3407,141941,28
3408,142300,28
3409,142387,28
3410,143156,28
3411,144610,28
3412,144641,28
3413,144841,28
3414,145068,28
3415,145228,28
3416,145920,28
3417,146530,28
3418,146840,28
3419,147247,28
3420,147399,28
3421,147400,28
3422,147404,28
3423,147407,28
3424,147413,28
3425,147423,28
3426,147755,28
3427,147839,28
3428,147942,28
3429,148380,28
3430,149085,28
3431,149464,28
3432,149961,28
3433,150230,28
3434,150234,28
3435,151850,28
3436,152251,28
3437,152421,28
3438,152442,28
3439,152465,28
3440,152540,28
3441,153145,28
3442,153358,28
3443,153847,28
3444,153990,28
3445,154261,28
3446,155349,28
3447,155393,28
3448,155394,28
3449,155397,28
3450,155398,28
3451,155551,28
3452,156007,28
3453,156076,28
3454,156077,28
3455,156232,28
3456,156422,28
3457,157202,28
3458,157389,28
3459,157887,28
3460,158251,28
3461,159228,28
3462,159597,28
3463,159818,28
3464,160271,28
3465,160365,28
3466,160806,28
3467,160971,28
3468,161017,28
3469,161295,28
3470,161327,28
3471,161351,28
3472,161469,28
3473,161604,28
3474,161611,28
3475,162455,28
3476,164086,28
3477,164427,28
3478,164433,28
3479,164439,28
3480,165021,28
3481,165548,28
3482,167449,28
3483,167622,28
3484,169499,28
3485,169809,28
3486,170319,28
3487,170657,28
3488,170804,28
3489,170805,28
3490,170806,28
3491,170809,28
3492,170810,28
3493,170812,28
3494,170814,28
3495,171400,28
3496,172239,28
3497,172615,28
3498,172627,28
3499,172642,28
3500,172645,28
3501,172661,28
3502,172700,28
3503,172745,28
3504,172766,28
3505,172786,28
3506,172788,28
3507,172940,28
3508,172972,28
3509,172980,28
3510,173001,28
3511,173008,28
3512,173015,28
3513,173038,28
3514,173042,28
3515,173124,28
3516,173776,28
3517,174108,28
3518,174127,28
3519,174765,28
3520,175274,28
3521,175821,28
3522,175843,28
3523,176023,28
3524,177499,28
3525,179631,28
3526,179940,28
3527,179944,28
3528,180532,28
3529,180755,28
3530,181009,28
3531,181110,28
3532,181633,28
3533,181648,28
3534,181757,28
3535,181870,28
3536,182012,28
3537,182030,28
3538,182127,28
3539,182311,28
3540,182314,28
3541,182327,28
3542,182335,28
3543,182878,28
3544,183540,28
3545,183783,28
3546,184173,28
3547,185004,28
3548,185309,28
3549,185885,28
3550,186022,28
3551,186518,28
3552,186695,28
3553,186881,28
3554,186882,28
3555,186890,28
3556,186896,28
3557,186903,28
3558,186914,28
3559,186926,28
3560,186927,28
3561,187014,28
3562,187015,28
3563,187020,28
3564,187050,28
3565,187369,28
3566,187378,28
3567,187382,28
3568,187387,28
3569,187392,28
3570,187403,28
3571,187406,28
3572,187422,28
3573,187439,28
3574,187440,28
3575,187447,28
3576,187464,28
3577,187466,28
3578,187473,28
3579,187490,28
3580,187496,28
3581,187500,28
3582,187659,28
3583,187674,28
3584,187682,28
3585,187686,28
3586,187705,28
3587,187707,28
3588,187724,28
3589,187727,28
3590,187738,28
3591,187751,28
3592,187752,28
3593,187897,28
3594,187996,28
3595,188982,28
3596,190423,28
3597,191324,28
3598,191504,28
3599,191531,28
3600,192177,28
3601,192226,28
3602,192239,28
3603,192257,28
3604,192871,28
3605,192933,28
3606,194200,28
3607,194429,28
3608,195300,28
3609,196385,28
3610,197055,28
3611,197338,28
3612,197427,28
3613,197456,28
3614,197809,28
3615,198157,28
3616,198303,28
3617,198309,28
3618,198945,28
3619,199296,28
3620,199635,28
3621,199638,28
3622,199792,28
3623,199796,28
3624,201099,28
